Yearcross,DOYcross,Hourcross,Minutecross,Typecross,DIRNcross,DOYFRACcross,Timestamp(UTC),X_KSM(km),Y_KSM(km),Z_KSM(km)
2004,179,9,46,BS,I,179.40694444444443,2004-06-27 09:46:00,1352690.25,-2625383.75,-262822.65625
2004,179,10,28,BS,O,179.4361111111111,2004-06-27 10:28:00,1346041.875,-2608548.5,-260185.21875
2004,179,18,4,BS,I,179.75277777777777,2004-06-27 18:04:00,1273048.75,-2424110.0,-231365.5625
2004,179,20,0,BS,O,179.83333333333334,2004-06-27 20:00:00,1254225.625,-2376676.5,-223978.25
2004,180,0,18,BS,I,180.0125,2004-06-28 00:18:00,1211950.25,-2270361.0,-207462.109375
2004,180,2,57,BS,O,180.12291666666667,2004-06-28 02:57:00,1185595.0,-2204246.25,-197222.59375
2004,180,5,38,BS,I,180.23472222222225,2004-06-28 05:38:00,1158684.75,-2136882.0,-186816.765625
2004,180,18,43,MP,I,180.7798611111111,2004-06-28 18:43:00,1022991.875,-1799824.75,-135251.078125
2004,180,18,49,MP,O,180.78402777777777,2004-06-28 18:49:00,1021923.0,-1797190.0,-134851.859375
2004,180,19,53,MP,I,180.82847222222225,2004-06-28 19:53:00,1010487.8125,-1769023.75,-130588.484375
2004,180,20,23,MP,O,180.8493055555556,2004-06-28 20:23:00,1005105.375,-1755780.875,-128586.765625
2004,180,20,27,MP,I,180.85208333333333,2004-06-28 20:27:00,1004386.625,-1754013.125,-128319.71875
2004,180,20,44,MP,O,180.8638888888889,2004-06-28 20:44:00,1001329.125,-1746495.25,-127184.3203125
2004,180,21,9,MP,I,180.88125,2004-06-28 21:09:00,996824.1875,-1735424.375,-125513.40625
2004,180,21,32,MP,O,180.8972222222222,2004-06-28 21:32:00,992670.5625,-1725222.625,-123974.8515625
2004,180,21,56,MP,I,180.9138888888889,2004-06-28 21:56:00,988327.0,-1714560.75,-122368.1015625
2004,180,23,7,MP,O,180.96319444444444,2004-06-28 23:07:00,975419.6875,-1682916.5,-117606.765625
2004,181,2,43,MP,I,181.11319444444445,2004-06-29 02:43:00,935591.9375,-1585657.0,-103046.9765625
2004,186,4,42,MP,O,186.19583333333333,2004-07-04 04:42:00,-483221.6875,-1750252.0,-830433.625
2004,186,10,24,MP,I,186.4333333333333,2004-07-04 10:24:00,-483221.6875,-1750252.0,-830433.625
2004,186,17,57,MP,O,186.74791666666667,2004-07-04 17:57:00,-483221.6875,-1750252.0,-830433.625
2004,186,20,17,MP,I,186.8451388888889,2004-07-04 20:17:00,-483221.6875,-1750252.0,-830433.625
2004,188,7,6,MP,O,188.2958333333333,2004-07-06 07:06:00,-483221.6875,-1750252.0,-830433.625
2004,188,8,11,MP,I,188.34097222222223,2004-07-06 08:11:00,-483221.6875,-1750252.0,-830433.625
2004,188,13,14,MP,O,188.55138888888888,2004-07-06 13:14:00,-483221.6875,-1750252.0,-830433.625
2004,188,15,13,MP,I,188.6340277777778,2004-07-06 15:13:00,-483221.6875,-1750252.0,-830433.625
2004,188,19,39,MP,O,188.81875,2004-07-06 19:39:00,-483221.6875,-1750252.0,-830433.625
2004,189,14,5,BS,O,189.5868055555556,2004-07-07 14:05:00,-483221.6875,-1750252.0,-830433.625
2004,189,16,15,BS,I,189.6770833333333,2004-07-07 16:15:00,-483221.6875,-1750252.0,-830433.625
2004,189,21,46,BS,O,189.90694444444443,2004-07-07 21:46:00,-483221.6875,-1750252.0,-830433.625
2004,190,0,30,BS,I,190.02083333333331,2004-07-08 00:30:00,-483221.6875,-1750252.0,-830433.625
2004,190,4,13,BS,O,190.17569444444445,2004-07-08 04:13:00,-483221.6875,-1750252.0,-830433.625
2004,190,10,56,BS,I,190.45555555555555,2004-07-08 10:56:00,-417736.96875,-4477503.5,-1733354.375
2004,190,11,54,BS,O,190.4958333333333,2004-07-08 11:54:00,-417736.96875,-4477503.5,-1733354.375
2004,190,11,54,DG,S_SW,190.4958333333333,2004-07-08 11:54:00,-417736.96875,-4477503.5,-1733354.375
2004,194,5,12,DG,E_SH,194.21666666666667,2004-07-12 05:12:00,-417736.96875,-4477503.5,-1733354.375
2004,194,5,12,BS,O,194.21666666666667,2004-07-12 05:12:00,-417736.96875,-4477503.5,-1733354.375
2004,196,3,11,BS,I,196.1326388888889,2004-07-14 03:11:00,-397337.21875,-4737695.5,-1812644.25
2004,196,6,59,BS,O,196.29097222222225,2004-07-14 06:59:00,-394556.4375,-4771168.5,-1822768.125
2004,219,22,45,SC,S_SW,219.94791666666663,2004-08-06 22:45:00,56809.5859375,-7886638.5,-2671294.0
2004,220,4,19,SC,E_SW,220.1798611111111,2004-08-07 04:19:00,61083.02734375,-7903750.5,-2675077.5
2004,299,6,15,BS,I,299.2604166666667,2004-10-25 06:15:00,1370722.875,-1131427.625,398578.0625
2004,299,6,48,BS,O,299.28333333333336,2004-10-25 06:48:00,1366536.625,-1120795.625,399807.78125
2004,299,12,22,BS,I,299.5152777777778,2004-10-25 12:22:00,1322119.375,-1011417.5,411683.71875
2004,300,6,58,MP,I,300.29027777777776,2004-10-26 06:58:00,1141001.375,-622576.0625,440622.34375
2004,300,7,13,MP,O,300.30069444444445,2004-10-26 07:13:00,1138136.25,-617082.6875,440856.71875
2004,300,7,32,MP,I,300.3138888888889,2004-10-26 07:32:00,1134487.5,-610114.25,441145.96875
2004,300,8,21,MP,O,300.34791666666666,2004-10-26 08:21:00,1124972.625,-592086.0625,441851.90625
2004,300,10,42,MP,I,300.4458333333333,2004-10-26 10:42:00,1096715.75,-539757.9375,443542.53125
2004,308,14,34,MP,O,308.6069444444444,2004-11-03 14:34:00,-574569.9375,-2498465.25,-959483.5625
2004,308,18,18,MP,I,308.7625,2004-11-03 18:18:00,-561708.0,-2543982.25,-964339.25
2004,308,20,0,MP,O,308.8333333333333,2004-11-03 20:00:00,-555793.75,-2564438.75,-966448.8125
2004,309,1,16,MP,I,309.0527777777778,2004-11-04 01:16:00,-537257.4375,-2626767.5,-972595.625
2004,309,18,51,MP,O,309.78541666666666,2004-11-04 18:51:00,-473348.0625,-2823992.5,-989187.9375
2004,309,22,41,BS,O,309.9451388888889,2004-11-04 22:41:00,-459063.21875,-2864888.75,-992066.8125
2004,310,3,34,BS,I,310.1486111111111,2004-11-05 03:34:00,-440710.3125,-2915952.5,-995380.5
2004,310,13,36,BS,O,310.56666666666666,2004-11-05 13:36:00,-402515.25,-3017354.0,-1001009.25
2004,310,17,33,BS,I,310.73125,2004-11-05 17:33:00,-387318.75,-3056019.75,-1002811.9375
2004,311,4,41,BS,O,311.1951388888889,2004-11-06 04:41:00,-344074.1875,-3161345.25,-1006717.0625
2004,311,7,44,BS,I,311.32222222222225,2004-11-06 07:44:00,-332133.21875,-3189284.5,-1007497.6875
2004,311,14,36,BS,O,311.6083333333333,2004-11-06 14:36:00,-305121.75,-3250793.0,-1008822.75
2004,311,23,1,BS,I,311.9590277777777,2004-11-06 23:01:00,-271800.78125,-3323624.25,-1009664.6875
2004,312,12,43,BS,O,312.5298611111112,2004-11-07 12:43:00,-217163.3125,-3436380.5,-1009309.6875
2004,345,9,7,BS,I,345.3798611111111,2004-12-10 09:07:00,1548334.0,-1759345.75,383650.0625
2004,345,10,20,BS,O,345.4305555555556,2004-12-10 10:20:00,1543859.875,-1741945.125,385715.75
2004,345,11,52,BS,I,345.4944444444444,2004-12-10 11:52:00,1538100.75,-1719877.5,388289.375
2004,345,11,58,BS,O,345.4986111111111,2004-12-10 11:58:00,1537720.375,-1718432.875,388456.03125
2004,345,12,20,BS,I,345.5138888888889,2004-12-10 12:20:00,1536320.875,-1713130.5,389065.90625
2004,345,12,26,BS,O,345.5180555555556,2004-12-10 12:26:00,1535937.875,-1711682.75,389231.90625
2004,345,12,57,BS,I,345.5395833333333,2004-12-10 12:57:00,1533949.375,-1704192.5,390087.125
2004,345,15,18,BS,O,345.6375,2004-12-10 15:18:00,1524703.875,-1669897.375,393926.34375
2004,345,15,46,BS,I,345.65694444444443,2004-12-10 15:46:00,1522828.125,-1663042.5,394678.625
2004,345,18,17,BS,O,345.76180555555555,2004-12-10 18:17:00,1512478.125,-1625816.75,398675.21875
2004,345,23,6,BS,I,345.9625,2004-12-10 23:06:00,1491525.375,-1553327.75,406024.34375
2004,345,23,13,BS,O,345.9673611111111,2004-12-10 23:13:00,1490998.5,-1551551.25,406197.15625
2004,346,23,36,BS,I,346.9833333333333,2004-12-11 23:36:00,1357133.0,-1156754.75,435511.90625
2004,347,4,3,BS,O,347.16875000000005,2004-12-12 04:03:00,1326608.875,-1079151.75,438993.15625
2004,347,7,42,BS,I,347.3208333333333,2004-12-12 07:42:00,1299838.25,-1014071.9375,441278.5
2004,348,2,34,MP,I,348.1069444444444,2004-12-13 02:34:00,1130351.75,-655004.9375,442125.71875
2004,348,3,46,MP,O,348.15694444444443,2004-12-13 03:46:00,1117391.375,-630765.9375,441365.59375
2004,348,5,0,MP,I,348.2083333333333,2004-12-13 05:00:00,1103736.0,-605666.0,440453.1875
2004,356,20,16,MP,O,356.84444444444443,2004-12-21 20:16:00,28443.0234375,-2696804.0,-242861.203125
2004,358,20,37,BS,O,358.8590277777778,2004-12-23 20:37:00,288850.75,-3048220.0,-155864.671875
2004,359,9,23,BS,I,359.3909722222222,2004-12-24 09:23:00,355917.84375,-3119628.0,-131662.140625
2004,360,4,45,BS,O,360.1979166666667,2004-12-25 04:45:00,455809.96875,-3212764.25,-94373.7421875
2004,361,1,14,BS,I,361.0513888888889,2004-12-26 01:14:00,558717.5625,-3292517.75,-54443.48828125
2004,361,1,26,BS,O,361.0597222222223,2004-12-26 01:26:00,559707.3125,-3293205.5,-54051.99609375
2005,3,19,4,BS,I,3.794444444444444,2005-01-03 19:04:00,1378151.5,-3181620.75,334819.46875
2005,4,2,34,BS,O,4.106944444444444,2005-01-04 02:34:00,1397168.625,-3148113.75,346765.78125
2005,4,5,48,BS,I,4.241666666666666,2005-01-04 05:48:00,1405086.125,-3133025.75,351847.28125
2005,4,21,36,BS,O,4.9,2005-01-04 21:36:00,1441249.25,-3053666.75,376040.46875
2005,6,11,37,DG,S_SW,6.4840277777777775,2005-01-06 11:37:00,1509416.625,-2823221.75,429259.125
2005,15,17,20,DG,E_SP,15.722222222222223,2005-01-15 17:20:00,466688.09375,147440.5,228513.40625
2005,22,19,50,MP,O,22.82638888888889,2005-01-22 19:50:00,-72492.6796875,-2676453.5,-282394.21875
2005,24,3,1,BS,O,24.125694444444445,2005-01-24 03:01:00,89484.109375,-2925683.25,-231060.6875
2005,24,6,55,BS,I,24.288194444444443,2005-01-24 06:55:00,109663.734375,-2952795.75,-224301.734375
2005,24,14,22,BS,O,24.59861111111111,2005-01-24 14:22:00,148108.15625,-3002253.25,-211222.6875
2005,27,16,1,BS,I,27.667361111111116,2005-01-27 16:01:00,515520.0625,-3343352.5,-74119.8671875
2005,27,16,13,BS,O,27.67569444444445,2005-01-27 16:13:00,516476.25,-3343944.5,-73735.9140625
2005,42,7,52,BS,I,42.327777777777776,2005-02-11 07:52:00,1470018.875,-1969911.0,488356.1875
2005,42,8,22,BS,O,42.34861111111111,2005-02-11 08:22:00,1469422.5,-1964072.25,488620.46875
2005,42,19,30,BS,I,42.8125,2005-02-11 19:30:00,1453074.0,-1829972.875,493481.0625
2005,44,16,38,MP,I,44.69305555555555,2005-02-13 16:38:00,1308897.25,-1194702.5,486134.90625
2005,45,0,10,MP,O,45.00694444444444,2005-02-14 00:10:00,1268018.625,-1071708.875,478814.25
2005,45,1,30,MP,I,45.0625,2005-02-14 01:30:00,1260102.25,-1049346.5,477263.15625
2005,45,11,55,MP,O,45.49652777777778,2005-02-14 11:55:00,1190116.75,-868062.25,462048.1875
2005,45,12,36,MP,I,45.525,2005-02-14 12:36:00,1184969.0,-855743.4375,460836.125
2005,54,22,55,MP,O,54.95486111111111,2005-02-23 22:55:00,712790.4375,-2360292.25,297288.4375
2005,54,23,7,MP,I,54.96319444444445,2005-02-23 23:07:00,714042.5,-2360874.5,297797.875
2005,54,23,18,MP,O,54.97083333333334,2005-02-23 23:18:00,715189.5,-2361405.75,298264.53125
2005,54,23,44,MP,I,54.988888888888894,2005-02-23 23:44:00,717897.25,-2362651.25,299366.1875
2005,54,23,51,MP,O,54.993750000000006,2005-02-23 23:51:00,718625.5,-2362984.0,299662.46875
2005,55,0,24,MP,I,55.016666666666666,2005-02-24 00:24:00,722054.5625,-2364539.5,301057.46875
2005,55,0,26,MP,O,55.01805555555556,2005-02-24 00:26:00,722262.125,-2364633.0,301141.875
2005,55,8,46,BS,O,55.36527777777778,2005-02-24 08:46:00,773352.4375,-2385442.0,321914.0
2005,60,7,31,BS,I,60.31319444444444,2005-03-01 07:31:00,1302559.625,-2186989.25,534969.125
2005,60,16,6,BS,O,60.67083333333333,2005-03-01 16:06:00,1323864.125,-2139031.5,543353.5
2005,63,16,7,BS,I,63.671527777777776,2005-03-04 16:07:00,1374069.375,-1549478.25,562271.4375
2005,63,18,33,DG,S_SH,63.77291666666667,2005-03-04 18:33:00,1370772.0,-1523191.625,560875.4375
2005,63,19,6,DG,E_SW,63.79583333333333,2005-03-04 19:06:00,1369939.125,-1516958.625,560523.625
2005,64,16,40,BS,I,64.69444444444444,2005-03-05 16:40:00,1320208.875,-1262194.0,539771.1875
2005,64,17,3,BS,O,64.71041666666666,2005-03-05 17:03:00,1318967.5,-1257299.25,539256.3125
2005,64,18,39,BS,I,64.77708333333334,2005-03-05 18:39:00,1313638.0,-1236732.5,537046.8125
2005,64,23,41,MP,I,64.98680555555555,2005-03-05 23:41:00,1295235.625,-1170492.0,529428.0625
2005,65,1,26,MP,O,65.05972222222222,2005-03-06 01:26:00,1288229.25,-1146902.125,526530.9375
2005,65,21,49,MP,I,65.90902777777778,2005-03-06 21:49:00,1179367.25,-849153.5,481667.03125
2005,66,0,17,MP,O,66.01180555555555,2005-03-07 00:17:00,1162183.125,-810019.375,474602.40625
2005,66,1,23,MP,I,66.05763888888889,2005-03-07 01:23:00,1154188.875,-792333.9375,471317.03125
2005,66,2,5,MP,O,66.08680555555556,2005-03-07 02:05:00,1148991.0,-781001.875,469181.1875
2005,66,4,25,MP,I,66.18402777777779,2005-03-07 04:25:00,1131026.0,-742797.3125,461801.5
2005,66,5,45,MP,O,66.23958333333333,2005-03-07 05:45:00,1120300.875,-720660.375,457397.21875
2005,66,5,59,MP,I,66.24930555555555,2005-03-07 05:59:00,1118388.5,-716763.375,456612.03125
2005,72,11,9,MP,O,72.46458333333332,2005-03-13 11:09:00,201125.484375,-1942140.75,83311.2578125
2005,73,19,25,BS,O,73.80902777777779,2005-03-14 19:25:00,437513.5,-2197227.25,179478.046875
2005,73,22,40,BS,I,73.94444444444444,2005-03-14 22:40:00,460287.59375,-2216979.0,188731.796875
2005,73,23,47,BS,O,73.99097222222221,2005-03-14 23:47:00,468065.0625,-2223538.5,191891.53125
2005,74,0,1,BS,I,74.00069444444445,2005-03-15 00:01:00,469687.25,-2224894.75,192550.546875
2005,74,0,50,BS,O,74.03472222222223,2005-03-15 00:50:00,475355.71875,-2229602.0,194853.28125
2005,74,2,42,BS,I,74.1125,2005-03-15 02:42:00,488263.15625,-2240134.0,200096.28125
2005,74,3,19,BS,O,74.13819444444445,2005-03-15 03:19:00,492511.9375,-2243544.0,201822.015625
2005,74,3,46,BS,I,74.15694444444445,2005-03-15 03:46:00,495607.65625,-2246011.0,203079.34375
2005,74,5,38,BS,O,74.23472222222222,2005-03-15 05:38:00,508405.5625,-2256051.75,208276.828125
2005,74,7,11,BS,I,74.29930555555556,2005-03-15 07:11:00,518978.875,-2264155.25,212570.40625
2005,74,10,17,BS,O,74.42847222222223,2005-03-15 10:17:00,539978.8125,-2279734.75,221096.609375
2005,74,12,1,BS,I,74.50069444444445,2005-03-15 12:01:00,551634.5625,-2288085.75,225828.21875
2005,74,15,12,BS,O,74.63333333333334,2005-03-15 15:12:00,572878.375,-2302761.25,234450.625
2005,74,17,25,DG,S_SW,74.72569444444444,2005-03-15 17:25:00,587545.75,-2312481.25,240402.75
2005,74,17,44,DG,E_SH,74.73888888888888,2005-03-15 17:44:00,589749.4375,-2313912.5,241296.9375
2005,75,2,29,BS,O,75.10347222222222,2005-03-16 02:29:00,646448.9375,-2348089.0,264296.875
2005,75,2,49,BS,I,75.11736111111111,2005-03-16 02:49:00,648580.75,-2349273.75,265161.34375
2005,75,22,7,BS,O,75.92152777777778,2005-03-16 22:07:00,767798.75,-2403498.5,313473.875
2005,76,1,53,BS,I,76.07847222222223,2005-03-17 01:53:00,790077.0,-2410898.25,322494.53125
2005,76,8,31,BS,O,76.3548611111111,2005-03-17 08:31:00,828505.5,-2421502.0,338048.5625
2005,77,23,8,BS,I,77.96388888888889,2005-03-18 23:08:00,1030810.8125,-2424802.0,419788.125
2005,78,2,35,BS,O,78.10763888888889,2005-03-19 02:35:00,1047018.625,-2420442.75,426324.28125
2005,78,8,21,BS,I,78.34791666666666,2005-03-19 08:21:00,1073391.625,-2411505.75,436954.9375
2005,79,2,11,BS,O,79.09097222222222,2005-03-20 02:11:00,1149101.75,-2370948.0,467385.9375
2005,79,8,17,BS,I,79.34513888888888,2005-03-20 08:17:00,1172895.375,-2352636.75,476913.1875
2005,79,9,20,BS,O,79.38888888888889,2005-03-20 09:20:00,1176878.75,-2349258.0,478507.21875
2005,79,14,40,BS,I,79.6111111111111,2005-03-20 14:40:00,1196593.125,-2331067.5,486392.125
2005,79,17,23,BS,O,79.72430555555555,2005-03-20 17:23:00,1206298.125,-2321142.25,490270.78125
2005,84,5,19,BS,I,84.22152777777778,2005-03-25 05:19:00,1361287.75,-1551952.0,550600.3125
2005,84,13,33,BS,O,84.56458333333333,2005-03-25 13:33:00,1348401.375,-1460150.5,545192.0
2005,86,0,15,BS,I,86.01041666666667,2005-03-27 00:15:00,1230124.125,-1008115.375,496579.375
2005,86,2,36,BS,O,86.10833333333333,2005-03-27 02:36:00,1217392.5,-973232.125,491383.28125
2005,86,5,26,BS,I,86.22638888888888,2005-03-27 05:26:00,1201036.75,-930363.625,484713.34375
2005,86,7,2,BS,O,86.29305555555555,2005-03-27 07:02:00,1191291.125,-905755.125,480741.5
2005,86,9,3,BS,I,86.37708333333333,2005-03-27 09:03:00,1178459.875,-874320.5625,475514.71875
2005,87,1,24,MP,I,87.05833333333334,2005-03-28 01:24:00,1047698.3125,-600833.25,422373.5
2005,87,1,35,MP,O,87.06597222222223,2005-03-28 01:35:00,1045912.375,-597562.8125,421648.90625
2005,87,2,30,MP,I,87.10416666666666,2005-03-28 02:30:00,1036863.625,-581150.5625,417978.09375
2005,87,3,20,MP,O,87.13888888888889,2005-03-28 03:20:00,1028451.25,-566123.625,414566.0625
2005,87,4,4,MP,I,87.16944444444445,2005-03-28 04:04:00,1020898.6875,-552816.9375,411503.1875
2005,87,4,23,MP,O,87.18263888888889,2005-03-28 04:23:00,1017594.75,-547049.625,410163.46875
2005,87,6,3,MP,I,87.25208333333333,2005-03-28 06:03:00,999742.5625,-516436.28125,402925.875
2005,87,12,55,MP,O,87.53819444444444,2005-03-28 12:55:00,917197.6875,-385857.875,369488.375
2005,87,13,6,MP,I,87.54583333333333,2005-03-28 13:06:00,914770.3125,-382268.46875,368505.6875
2005,100,7,36,MP,O,100.31666666666668,2005-04-10 07:36:00,973461.25,-1754312.125,216316.046875
2005,100,10,8,MP,I,100.42222222222225,2005-04-10 10:08:00,977175.125,-1731039.75,217726.53125
2005,100,11,0,MP,O,100.45833333333331,2005-04-10 11:00:00,978358.5,-1722922.0,218189.765625
2005,102,0,16,BS,O,102.0111111111111,2005-04-12 00:16:00,978037.8125,-1291162.125,226600.15625
2005,102,2,40,BS,I,102.1111111111111,2005-04-12 02:40:00,973752.75,-1257159.125,226170.234375
2005,102,10,38,BS,O,102.44305555555556,2005-04-12 10:38:00,954586.5625,-1137981.125,223600.0625
2005,102,15,31,BS,I,102.64652777777778,2005-04-12 15:31:00,938612.375,-1059808.875,221041.640625
2005,102,21,15,BS,O,102.88541666666669,2005-04-12 21:15:00,915060.875,-962603.375,216914.21875
2005,102,22,7,BS,I,102.92152777777778,2005-04-12 22:07:00,910999.875,-947369.25,216172.421875
2005,103,0,27,BS,O,103.01875,2005-04-13 00:27:00,899350.4375,-905606.9375,214006.234375
2005,103,1,9,BS,I,103.04791666666668,2005-04-13 01:09:00,895643.6875,-892861.8125,213306.265625
2005,103,8,42,MP,I,103.3625,2005-04-13 08:42:00,848648.0625,-748614.0,204088.6875
2005,107,18,12,MP,O,107.75833333333334,2005-04-17 18:12:00,-21172.685546875,-1589363.875,-104882.0703125
2005,109,20,59,MP,I,109.87430555555557,2005-04-19 20:59:00,399178.59375,-2060307.0,-132280.03125
2005,109,22,25,MP,O,109.9340277777778,2005-04-19 22:25:00,410409.875,-2068825.375,-132753.921875
2005,110,0,10,MP,I,110.00694444444444,2005-04-20 00:10:00,424061.71875,-2078926.625,-133313.96875
2005,110,1,25,MP,O,110.0590277777778,2005-04-20 01:25:00,433771.875,-2085942.875,-133701.640625
2005,110,2,12,MP,I,110.09166666666668,2005-04-20 02:12:00,439839.15625,-2090256.0,-133939.40625
2005,110,9,50,MP,O,110.40972222222224,2005-04-20 09:50:00,498231.53125,-2128981.75,-136051.578125
2005,110,18,39,BS,O,110.77708333333334,2005-04-20 18:39:00,563961.5625,-2166529.75,-138046.890625
2005,110,19,0,BS,I,110.79166666666669,2005-04-20 19:00:00,566531.625,-2167867.0,-138116.625
2005,111,1,25,BS,O,111.0590277777778,2005-04-21 01:25:00,613104.5,-2190366.75,-139270.5625
2005,111,8,47,BS,I,111.3659722222222,2005-04-21 08:47:00,665265.875,-2211601.25,-140311.734375
2005,111,10,46,BS,O,111.44861111111112,2005-04-21 10:46:00,679064.625,-2216500.5,-140541.625
2005,114,4,22,BS,I,114.18194444444444,2005-04-24 04:22:00,1070245.125,-2200003.0,-137121.5
2005,114,5,43,BS,O,114.23819444444445,2005-04-24 05:43:00,1076828.5,-2196233.75,-136838.578125
2005,114,8,28,BS,I,114.35277777777776,2005-04-24 08:28:00,1090057.125,-2188130.5,-136235.5625
2005,114,12,47,BS,O,114.53263888888888,2005-04-24 12:47:00,1110231.375,-2174318.75,-135217.59375
2005,114,21,52,BS,I,114.91111111111113,2005-04-24 21:52:00,1150389.0,-2140837.5,-132807.46875
2005,116,8,9,BS,O,116.33958333333332,2005-04-26 08:09:00,1271494.5,-1960152.25,-120305.0703125
2005,116,10,10,BS,I,116.42361111111111,2005-04-26 10:10:00,1276967.625,-1946817.75,-119399.2265625
2005,117,18,40,MP,I,117.77777777777776,2005-04-27 18:40:00,1335214.875,-1688598.875,-102068.2421875
2005,117,19,45,MP,O,117.82291666666669,2005-04-27 19:45:00,1336080.375,-1678537.25,-101398.8828125
2005,119,6,19,MP,I,119.26319444444444,2005-04-29 06:19:00,1317811.75,-1303282.625,-76952.7109375
2005,119,6,47,MP,O,119.28263888888888,2005-04-29 06:47:00,1316872.125,-1297441.75,-76597.390625
2005,119,12,10,MP,I,119.50694444444444,2005-04-29 12:10:00,1304393.125,-1228456.625,-72398.7109375
2005,119,12,20,MP,O,119.51388888888889,2005-04-29 12:20:00,1303957.125,-1226273.0,-72265.75
2005,119,19,44,MP,I,119.82222222222222,2005-04-29 19:44:00,1281367.125,-1126323.375,-66176.21875
2005,119,20,8,MP,O,119.83888888888887,2005-04-29 20:08:00,1279957.75,-1120750.375,-65836.5
2005,120,7,38,MP,I,120.31805555555556,2005-04-30 07:38:00,1230118.0,-952610.125,-55579.8046875
2005,120,9,11,MP,O,120.38263888888888,2005-04-30 09:11:00,1221893.375,-928728.8125,-54122.18359375
2005,120,12,38,MP,I,120.52638888888887,2005-04-30 12:38:00,1202142.625,-874476.25,-50810.3359375
2005,121,8,15,MP,O,121.34375,2005-05-01 08:15:00,1042760.875,-534479.1875,-30058.06640625
2005,121,11,10,MP,I,121.46527777777776,2005-05-01 11:10:00,1010248.1875,-478875.15625,-26668.486328125
2005,126,16,30,MP,O,126.6875,2005-05-06 16:30:00,106938.328125,-1799391.75,-118909.4296875
2005,126,18,37,MP,I,126.77569444444444,2005-05-06 18:37:00,124529.2578125,-1820762.875,-120309.171875
2005,126,18,54,MP,O,126.7875,2005-05-06 18:54:00,126873.6953125,-1823565.625,-120492.8203125
2005,126,19,17,MP,I,126.80347222222224,2005-05-06 19:17:00,130060.0390625,-1827357.75,-120741.34375
2005,126,21,10,MP,O,126.88194444444444,2005-05-06 21:10:00,145663.40625,-1845648.625,-121940.53125
2005,126,23,50,MP,I,126.99305555555556,2005-05-06 23:50:00,167671.578125,-1870675.125,-123582.796875
2005,127,4,50,MP,O,127.2013888888889,2005-05-07 04:50:00,208693.90625,-1914996.875,-126495.9140625
2005,128,0,46,MP,I,128.03194444444443,2005-05-08 00:46:00,368201.5,-2060719.375,-136132.984375
2005,128,0,54,MP,O,128.0375,2005-05-08 00:54:00,369243.71875,-2061539.5,-136187.578125
2005,128,1,10,MP,I,128.04861111111111,2005-05-08 01:10:00,371327.03125,-2063173.875,-136296.40625
2005,128,1,55,MP,O,128.07986111111111,2005-05-08 01:55:00,377178.71875,-2067729.375,-136599.8125
2005,130,20,51,BS,O,130.86875,2005-05-10 20:51:00,845845.0625,-2258921.75,-149843.265625
2005,130,21,26,BS,I,130.89305555555555,2005-05-10 21:26:00,849404.3125,-2258911.75,-149850.015625
2005,131,0,46,BS,O,131.03194444444443,2005-05-11 00:46:00,869548.9375,-2258346.0,-149855.25
2005,134,5,42,BS,I,134.2375,2005-05-14 05:42:00,1229948.0,-2014220.375,-134612.078125
2005,136,1,55,BS,O,136.07986111111111,2005-05-16 01:55:00,1320781.875,-1672932.875,-112185.7265625
2005,136,6,1,BS,I,136.25069444444443,2005-05-16 06:01:00,1323393.125,-1633284.875,-109552.2421875
2005,136,10,25,BS,O,136.43402777777777,2005-05-16 10:25:00,1324899.875,-1589123.125,-106613.8671875
2005,136,14,37,BS,I,136.60902777777778,2005-05-16 14:37:00,1325026.0,-1545384.125,-103698.6875
2005,136,15,22,BS,O,136.64027777777778,2005-05-16 15:22:00,1324908.75,-1537407.75,-103166.5546875
2005,136,15,43,BS,I,136.6548611111111,2005-05-16 15:43:00,1324839.25,-1533668.25,-102917.03125
2005,137,20,0,MP,I,137.83333333333334,2005-05-17 20:00:00,1283666.5,-1192815.375,-80051.203125
2005,145,3,43,MP,O,145.1548611111111,2005-05-25 03:43:00,146523.390625,-1867405.5,-134883.640625
2005,145,7,30,MP,I,145.3125,2005-05-25 07:30:00,177288.9375,-1901758.75,-137412.4375
2005,145,13,30,MP,O,145.5625,2005-05-25 13:30:00,225693.09375,-1952373.125,-141151.953125
2005,148,12,29,BS,O,148.52013888888888,2005-05-28 12:29:00,744788.75,-2259175.5,-164785.71875
2005,148,12,51,BS,I,148.53541666666666,2005-05-28 12:51:00,747158.0,-2259568.25,-164822.84375
2005,148,16,37,BS,O,148.6923611111111,2005-05-28 16:37:00,771284.9375,-2262970.5,-165158.703125
2005,152,16,14,BS,I,152.67638888888888,2005-06-01 16:14:00,1230847.875,-1987694.625,-147193.359375
2005,152,17,6,BS,O,152.7125,2005-06-01 17:06:00,1233399.75,-1982085.875,-146798.515625
2005,152,19,41,BS,I,152.8201388888889,2005-06-01 19:41:00,1240795.875,-1965028.375,-145595.9375
2005,152,21,43,BS,O,152.9048611111111,2005-06-01 21:43:00,1246392.75,-1951244.0,-144622.265625
2005,153,1,10,BS,I,153.04861111111111,2005-06-02 01:10:00,1255426.875,-1927128.875,-142915.203125
2005,153,4,57,BS,O,153.20624999999998,2005-06-02 04:57:00,1264648.625,-1899625.25,-140962.90625
2005,153,18,33,BS,I,153.77291666666667,2005-06-02 18:33:00,1291522.25,-1791445.5,-133236.75
